sentence,relation,head,head_offset,head_type,tail,tail_offset,tail_type
"桁材腹板高度应不小于其支持的舱壁扶强材腹板高度的2.5倍,腹板厚度应不小于舱壁板在桁材平面处的厚度,面板宽度应不大于腹板高度或面板厚度的35倍",制约,面板宽度,50,属性,面板厚度,63,属性
桁材的末端应用肘板连接,包含,桁材,0,施工,末端,3,进程
桁材的末端应用肘板连接,制约,末端,3,进程,肘板,12,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,肘板,0,施工,肋骨,9,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,肘板,0,施工,舱壁扶强材,12,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",属性,肘板,18,施工,尺寸,21,属性
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,尺寸,21,属性,规定,36,成果
台阶处甲板板或平台板的厚度应按本节2.12.3.1的规定增厚1mm,方位,甲板板,3,施工,台阶,0,施工
台阶处甲板板或平台板的厚度应按本节2.12.3.1的规定增厚1mm,方位,平台板,7,施工,台阶,0,施工
台阶处甲板板或平台板的厚度应按本节2.12.3.1的规定增厚1mm,属性,甲板板,3,施工,厚度,11,属性
台阶处甲板板或平台板的厚度应按本节2.12.3.1的规定增厚1mm,属性,平台板,7,施工,厚度,11,属性
台阶处甲板板或平台板的厚度应按本节2.12.3.1的规定增厚1mm,制约,厚度,11,属性,规定,26,成果
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",方位,甲板板,3,施工,台阶,0,施工
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",方位,平台板,7,施工,台阶,0,施工
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",属性,甲板板,3,施工,厚度,11,属性
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",属性,平台板,7,施工,厚度,11,属性
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",属性,甲板板,3,施工,横梁尺寸,14,属性
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",属性,平台板,7,施工,横梁尺寸,14,属性
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",制约,厚度,11,属性,尺寸,53,属性
"台阶处甲板板或平台板的厚度及横梁尺寸,在任何情况下皆应不小于本章第4节及第8节对相应的甲板板和横梁所要求的尺寸",制约,横梁尺寸,14,属性,尺寸,53,属性
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",定义,深舱,5,空间,舱,31,空间
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,液体,13,施工,水,17,施工
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,液体,13,施工,燃油,19,施工
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,液体,13,施工,植物油,22,施工
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,液体,13,施工,泥浆,26,施工
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,舱室,35,空间,深舱,5,空间
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,甲板间,38,空间,深舱,5,空间
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,船体,43,建筑,舱室,35,空间
"本节所述的深舱是指用于装载液体(如水、燃油、植物油、泥浆等)的舱,其在舱室或甲板间构成船体的一部分",包含,船体,43,建筑,甲板间,38,空间
污水沟或污水井处的舱壁板应增厚2.5mm,包含,污水沟,0,空间,舱壁板,9,施工
污水沟或污水井处的舱壁板应增厚2.5mm,包含,污水井,4,空间,舱壁板,9,施工
槽形舱壁跨距中点处的板厚应保持至不低于跨距中点以上0.2l处,属性,槽形舱壁,0,施工,板厚,10,属性
槽形舱壁跨距中点处的板厚应保持至不低于跨距中点以上0.2l处,制约,板厚,10,属性,跨距中点,19,进程
双层板舱壁跨距中点处的板厚应保持至不低于跨距中点以上0.2l处,属性,双层板舱壁,0,施工,板厚,11,属性
双层板舱壁跨距中点处的板厚应保持至不低于跨距中点以上0.2l处,制约,板厚,11,属性,跨距中点,20,进程
双层板舱壁隔板自每端1/3长度内不应开人孔或类似开孔,包含,双层板舱壁,0,施工,隔板,5,施工
双层板舱壁隔板自每端1/3长度内不应开人孔或类似开孔,制约,隔板,5,施工,人孔,19,施工
双层板舱壁隔板自每端1/3长度内不应开人孔或类似开孔,制约,隔板,5,施工,开孔,24,施工
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",属性,桁材,0,施工,腹板高度,2,属性
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",制约,腹板高度,2,属性,舱壁扶强材,14,施工
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",属性,舱壁扶强材,14,施工,腹板高度,19,属性
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",包含,桁材,0,施工,面板,29,施工
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",属性,面板,29,施工,宽度,32,属性
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",制约,宽度,32,属性,腹板高度,38,属性
"桁材腹板高度应不小于被支持的舱壁扶强材腹板高度的2.5倍,面板的宽度应不大于腹板高度或面板厚度的35倍",制约,宽度,32,属性,面板厚度,43,属性
桁材的末端应用肘板连接,包含,桁材,0,施工,末端,3,进程
桁材的末端应用肘板连接,制约,末端,3,进程,肘板,7,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,肘板,0,施工,肋骨,9,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,肘板,0,施工,舱壁扶强材,12,施工
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",属性,肘板,18,施工,尺寸,21,属性
"肘板应延伸至邻近的肋骨或舱壁扶强材,肘板的尺寸应符合本篇1.2.7的有关规定",制约,尺寸,21,属性,规定,36,成果
"在距首垂线0.2L以前区域的深舱内,应设置间距不大于5m的舷侧纵桁,或设置符合本章2.15.1.11要求的开孔平台",方位,深舱,14,空间,首垂线,2,进程
"在距首垂线0.2L以前区域的深舱内,应设置间距不大于5m的舷侧纵桁,或设置符合本章2.15.1.11要求的开孔平台",制约,深舱,14,空间,舷侧纵桁,29,施工
"在距首垂线0.2L以前区域的深舱内,应设置间距不大于5m的舷侧纵桁,或设置符合本章2.15.1.11要求的开孔平台",制约,深舱,14,空间,开孔平台,53,施工
"支持舷侧纵桁的强肋骨,其尺寸应按本章2.7.4.1要求计算",连接,强肋骨,7,施工,舷侧纵桁,2,施工
"支持舷侧纵桁的强肋骨,其尺寸应按本章2.7.4.1要求计算",属性,强肋骨,7,施工,尺寸,12,属性
"支持舷侧纵桁的强肋骨,其尺寸应按本章2.7.4.1要求计算",制约,尺寸,12,属性,要求,25,成果
"距首垂线0.2L以前区域的深舱内,支持纵骨的强肋骨剖面模数应按本节2.13.7.2计算所得之值再增加20%",方位,深舱,13,空间,首垂线,1,进程
"距首垂线0.2L以前区域的深舱内,支持纵骨的强肋骨剖面模数应按本节2.13.7.2计算所得之值再增加20%",连接,强肋骨,22,施工,纵骨,19,施工
"距首垂线0.2L以前区域的深舱内,支持纵骨的强肋骨剖面模数应按本节2.13.7.2计算所得之值再增加20%",属性,强肋骨,22,施工,剖面模数,25,属性
甲板纵桁和强横梁的腹板高度应符合本章第8节的有关要求,属性,甲板纵桁,0,施工,腹板高度,9,属性
甲板纵桁和强横梁的腹板高度应符合本章第8节的有关要求,属性,强横梁,5,施工,腹板高度,9,属性
甲板纵桁和强横梁的腹板高度应符合本章第8节的有关要求,制约,腹板高度,9,属性,要求,24,成果
"距首垂线0.2L以前区域的深舱内,支持甲板纵骨的强横梁间距与本节2.13.7.4规定的强肋骨间距相同",方位,深舱,13,空间,首垂线,1,进程
"距首垂线0.2L以前区域的深舱内,支持甲板纵骨的强横梁间距与本节2.13.7.4规定的强肋骨间距相同",连接,强横梁,24,施工,甲板纵骨,19,施工
"距首垂线0.2L以前区域的深舱内,支持甲板纵骨的强横梁间距与本节2.13.7.4规定的强肋骨间距相同",属性,强横梁,24,施工,间距,27,属性
"距首垂线0.2L以前区域的深舱内,支持甲板纵骨的强横梁间距与本节2.13.7.4规定的强肋骨间距相同",制约,间距,27,属性,规定,40,成果
"距首垂线0.2L以前区域深舱纵骨架式单底,支持纵骨的实肋板间距与本节2.13.7.4规定的强肋骨间距相同",方位,深舱,12,空间,首垂线,1,进程
"距首垂线0.2L以前区域深舱纵骨架式单底,支持纵骨的实肋板间距与本节2.13.7.4规定的强肋骨间距相同",连接,实肋板,26,施工,纵骨,23,施工
"距首垂线0.2L以前区域深舱纵骨架式单底,支持纵骨的实肋板间距与本节2.13.7.4规定的强肋骨间距相同",属性,实肋板,26,施工,间距,29,属性
"距首垂线0.2L以前区域深舱纵骨架式单底,支持纵骨的实肋板间距与本节2.13.7.4规定的强肋骨间距相同",制约,间距,29,属性,规定,42,成果
实肋板应由连续中内龙骨或纵舱壁支持,制约,实肋板,0,施工,中内龙骨,7,施工
实肋板应由连续中内龙骨或纵舱壁支持,制约,实肋板,0,施工,纵舱壁,12,施工
实肋板和中内龙骨的尺寸应符合本篇第6章第3节的有关要求,属性,实肋板,0,施工,尺寸,9,属性
实肋板和中内龙骨的尺寸应符合本篇第6章第3节的有关要求,属性,中内龙骨,4,施工,尺寸,9,属性
实肋板和中内龙骨的尺寸应符合本篇第6章第3节的有关要求,制约,尺寸,9,属性,要求,25,成果
"深舱由一舷至另一舷时,在中纵剖面处应设置制荡舱壁",制约,深舱,0,空间,制荡舱壁,20,施工
"在距首垂线0.3L以前区域,如舱宽最大处超过0.5B,则应在舱宽中心线设置制荡舱壁;如舱宽最大处超过0.7B,则建议在船宽中心线设置纵舱壁",制约,舱宽中心线,30,进程,制荡舱壁,37,施工
"在距首垂线0.3L以前区域,如舱宽最大处超过0.5B,则应在舱宽中心线设置制荡舱壁;如舱宽最大处超过0.7B,则建议在船宽中心线设置纵舱壁",制约,船宽中心线,59,进程,纵舱壁,66,施工
制荡舱壁厚度与本节所述舱壁相同,属性,制荡舱壁,0,施工,厚度,4,属性
制荡舱壁厚度与本节所述舱壁相同,制约,厚度,4,属性,舱壁,11,施工
"扶强材剖面模数为舱壁扶强材的50%,但h值为量至深舱顶",属性,扶强材,0,施工,剖面模数,3,属性
"扶强材剖面模数为舱壁扶强材的50%,但h值为量至深舱顶",制约,剖面模数,3,属性,舱壁扶强材,8,施工
"扶强材两端应用肘板连接,制荡舱壁上开孔面积应不小于舱壁总面积的5%,也不大于10%",包含,扶强材,0,施工,两端,3,进程
"扶强材两端应用肘板连接,制荡舱壁上开孔面积应不小于舱壁总面积的5%,也不大于10%",制约,两端,3,进程,肘板,7,施工
"扶强材两端应用肘板连接,制荡舱壁上开孔面积应不小于舱壁总面积的5%,也不大于10%",属性,制荡舱壁,12,施工,开孔面积,17,属性
"扶强材两端应用肘板连接,制荡舱壁上开孔面积应不小于舱壁总面积的5%,也不大于10%",制约,开孔面积,17,属性,舱壁总面积,25,属性
"首柱应以水平肘板加强,其间距应不大于1m",制约,首柱,0,施工,水平肘板,4,施工
"首柱应以水平肘板加强,其间距应不大于1m",属性,首柱,0,施工,间距,12,属性
肘板厚度应不小于邻接外板的厚度,属性,肘板,0,施工,厚度,2,属性
肘板厚度应不小于邻接外板的厚度,制约,厚度,2,属性,邻接外板,8,施工
肘板厚度应不小于邻接外板的厚度,属性,邻接外板,8,施工,厚度,13,属性
"肘板应向后延伸与肋骨或舷侧纵桁连接,但至少应超过首柱板与外板的对接缝",制约,肘板,0,施工,肋骨,8,施工
"肘板应向后延伸与肋骨或舷侧纵桁连接,但至少应超过首柱板与外板的对接缝",制约,肘板,0,施工,舷侧纵桁,11,施工
"对曲率半径较大的首柱,沿其中纵剖面处应设置与水平肘板厚度相同的纵向加强筋",属性,首柱,8,施工,曲率半径,1,属性
"对曲率半径较大的首柱,沿其中纵剖面处应设置与水平肘板厚度相同的纵向加强筋",制约,首柱,8,施工,加强筋,33,施工
"铸钢首柱应便于制造,其所有圆角应有足够大的半径",包含,铸钢首柱,0,施工,圆角,13,进程
"铸钢首柱应便于制造,其所有圆角应有足够大的半径",制约,圆角,13,进程,半径,21,属性
"铸钢首柱的剖面积应不小于本节2.14.1.1对矩形首柱剖面面积的规定,在铸钢首柱上应有水平加强筋",属性,铸钢首柱,0,施工,剖面积,5,属性
"铸钢首柱的剖面积应不小于本节2.14.1.1对矩形首柱剖面面积的规定,在铸钢首柱上应有水平加强筋",制约,剖面积,5,属性,规定,32,成果
"铸钢首柱的剖面积应不小于本节2.14.1.1对矩形首柱剖面面积的规定,在铸钢首柱上应有水平加强筋",制约,铸钢首柱,36,施工,加强筋,45,施工
无舵柱的尾柱由尾框底骨、推进器柱及其在推进器柱上的轴毂组成,定义,尾柱,4,施工,无舵柱,0,施工
无舵柱的尾柱由尾框底骨、推进器柱及其在推进器柱上的轴毂组成,包含,尾柱,4,施工,尾框底骨,7,施工
无舵柱的尾柱由尾框底骨、推进器柱及其在推进器柱上的轴毂组成,包含,尾柱,4,施工,推进器柱,19,施工
无舵柱的尾柱由尾框底骨、推进器柱及其在推进器柱上的轴毂组成,包含,尾柱,4,施工,轴毂,25,施工
无舵柱的尾柱由尾框底骨、推进器柱及其在推进器柱上的轴毂组成,包含,推进器柱,19,施工,轴毂,25,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",制约,推进器柱,5,施工,水平肘板,12,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",定义,推进器柱,5,施工,钢板,0,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",定义,推进器柱,5,施工,铸钢,3,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",属性,推进器柱,5,施工,位置,22,进程
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",制约,位置,22,进程,船体骨架,26,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",制约,位置,22,进程,推进器柱,31,施工
"钢板或铸钢推进器柱应设置水平肘板予以加强,其位置根据船体骨架与推进器柱结构而定,但其间距不大于650mm",属性,推进器柱,5,施工,间距,42,属性
"铸钢尾柱应便于制造,所有圆角应有足够大的半径,曲率半径较大的部分还应设置纵向加强筋",包含,铸钢尾柱,0,施工,圆角,12,进程
"铸钢尾柱应便于制造,所有圆角应有足够大的半径,曲率半径较大的部分还应设置纵向加强筋",制约,圆角,12,进程,半径,20,属性
"铸钢尾柱应便于制造,所有圆角应有足够大的半径,曲率半径较大的部分还应设置纵向加强筋",制约,铸钢尾柱,0,施工,加强筋,38,施工
"在钢板组合的尾框底骨中,应设置间距不超过760mm的横向隔板",制约,尾框底骨,6,施工,横向隔板,26,施工
"如钢板组合的尾框底骨内宽度超过900mm时,还应装设中心线垂直隔板",制约,尾框底骨,6,施工,垂直隔板,29,施工
"尾框底骨应由推进器柱轴毂前端向船首延伸至少3个肋位,并与平板龙骨牢固连接",制约,尾框底骨,0,施工,平板龙骨,28,施工
"尾框底骨应由推进器柱轴毂前端向船首延伸至少3个肋位,并与平板龙骨牢固连接",包含,尾框底骨,0,施工,横剖面面积,43,属性
该延伸部分的横剖面面积允许逐渐减小到与平板龙骨有效连接所需的面积,制约,横剖面面积,6,属性,平板龙骨,19,施工
尾轴管应与肋板或舱壁牢固连接,制约,尾轴管,0,施工,肋板,5,施工
尾轴管应与肋板或舱壁牢固连接,制约,尾轴管,0,施工,舱壁,8,施工
与尾轴管连接的肋板应增厚3mm,连接,肋板,7,施工,尾轴管,1,施工
"设置球鼻首的船舶,球鼻结构应有足够支持,并与首尖舱结构组成一个整体",定义,船舶,6,建筑,球鼻首,2,施工
"设置球鼻首的船舶,球鼻结构应有足够支持,并与首尖舱结构组成一个整体",包含,船舶,6,建筑,球鼻,9,施工
"设置球鼻首的船舶,球鼻结构应有足够支持,并与首尖舱结构组成一个整体",包含,船舶,6,建筑,首尖舱,22,空间
"尾轴架可采用铸钢、钢板焊接和分段铸件或锻件焊接构成,支臂与轴毂的焊缝应充分焊透",制约,尾轴架,0,施工,铸钢,6,施工
"尾轴架可采用铸钢、钢板焊接和分段铸件或锻件焊接构成,支臂与轴毂的焊缝应充分焊透",制约,尾轴架,0,施工,钢板,9,施工
"尾轴架可采用铸钢、钢板焊接和分段铸件或锻件焊接构成,支臂与轴毂的焊缝应充分焊透",制约,尾轴架,0,施工,分段铸件,14,施工
"尾轴架可采用铸钢、钢板焊接和分段铸件或锻件焊接构成,支臂与轴毂的焊缝应充分焊透",制约,尾轴架,0,施工,锻件,19,施工
"尾轴架可采用铸钢、钢板焊接和分段铸件或锻件焊接构成,支臂与轴毂的焊缝应充分焊透",连接,支臂,26,施工,轴毂,29,施工
"尾轴架固定处的船体骨架应予加强,船体外板按本章2.3.6.1加厚",包含,尾轴架,0,施工,船体骨架,7,施工
"尾轴架固定处的船体骨架应予加强,船体外板按本章2.3.6.1加厚",包含,尾轴架,0,施工,船体外板,16,施工
"支臂应伸进船体内部,并与肋板、纵桁和外板牢固连接",方位,支臂,0,施工,船体,5,建筑
"支臂应伸进船体内部,并与肋板、纵桁和外板牢固连接",方位,支臂,0,施工,肋板,12,施工
"支臂应伸进船体内部,并与肋板、纵桁和外板牢固连接",方位,支臂,0,施工,纵桁,15,施工
"支臂应伸进船体内部,并与肋板、纵桁和外板牢固连接",方位,支臂,0,施工,外板,18,施工
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",制约,中纵剖面,1,进程,中内龙骨,9,施工
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",包含,中内龙骨,9,施工,腹板,15,施工
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",属性,腹板,15,施工,高度,18,属性
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",属性,腹板,15,施工,厚度,21,属性
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",属性,腹板,15,施工,面板剖面积,25,属性
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",制约,高度,18,属性,规定,49,成果
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",制约,厚度,21,属性,规定,49,成果
"在中纵剖面处应设置中内龙骨,其腹板的高度和厚度以及面板剖面积均应符合本节2.15.1.1对实肋板的规定",制约,面板剖面积,25,属性,规定,49,成果
"若因船底过分尖瘦,则可不必将中内龙骨的腹板伸至船底,其高度约为肋板高度的1/3",包含,中内龙骨,14,施工,腹板,19,施工
"若因船底过分尖瘦,则可不必将中内龙骨的腹板伸至船底,其高度约为肋板高度的1/3",制约,腹板,19,施工,船底,23,建筑
"若因船底过分尖瘦,则可不必将中内龙骨的腹板伸至船底,其高度约为肋板高度的1/3",属性,腹板,19,施工,高度,27,属性
"若因船底过分尖瘦,则可不必将中内龙骨的腹板伸至船底,其高度约为肋板高度的1/3",制约,高度,27,属性,肋板高度,31,属性
"或者,不设置中内龙骨,但在肋板的腹板上应设置数道水平加强筋,且在这些肋板腹板的上缘设置开孔平台,以代替肋板的面板",包含,肋板,13,施工,腹板,16,施工
"或者,不设置中内龙骨,但在肋板的腹板上应设置数道水平加强筋,且在这些肋板腹板的上缘设置开孔平台,以代替肋板的面板",制约,腹板,16,施工,加强筋,26,施工
"或者,不设置中内龙骨,但在肋板的腹板上应设置数道水平加强筋,且在这些肋板腹板的上缘设置开孔平台,以代替肋板的面板",包含,肋板,34,施工,腹板,36,施工
"或者,不设置中内龙骨,但在肋板的腹板上应设置数道水平加强筋,且在这些肋板腹板的上缘设置开孔平台,以代替肋板的面板",包含,腹板,36,施工,上缘,39,进程
"或者,不设置中内龙骨,但在肋板的腹板上应设置数道水平加强筋,且在这些肋板腹板的上缘设置开孔平台,以代替肋板的面板",制约,上缘,39,进程,开孔平台,43,施工
"在本节2.15.1.3所述的情况下,应在防撞舱壁前的若干档肋位内,设置逐渐减小尺寸的中内龙骨,以作为防撞舱壁后的中桁材或中内龙骨的延伸部分",制约,防撞舱壁,20,施工,中内龙骨,42,施工
"当首尖舱为液舱且其最宽处的宽度超过0.5B(B为船宽)时,在中纵剖面处应设置有效的支撑构件或制荡舱壁,以支持强胸横梁",制约,中纵剖面,30,进程,支撑构件,41,施工
"当首尖舱为液舱且其最宽处的宽度超过0.5B(B为船宽)时,在中纵剖面处应设置有效的支撑构件或制荡舱壁,以支持强胸横梁",制约,中纵剖面,30,进程,制荡舱壁,46,施工
制荡舱壁应符合本章2.13.10.2的规定,制约,制荡舱壁,0,施工,规定,19,成果
"当首尖舱长度超过10m时,还应在首尖舱内设置横向的制荡舱壁或强肋骨,以对其作横向的附加加强",制约,首尖舱,16,空间,制荡舱壁,25,施工
"当首尖舱长度超过10m时,还应在首尖舱内设置横向的制荡舱壁或强肋骨,以对其作横向的附加加强",制约,首尖舱,16,空间,强肋骨,30,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",连接,舷侧纵桁,1,施工,肋骨,6,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",制约,下缘,13,进程,肘板,18,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",属性,肘板,21,施工,厚度,24,属性
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",制约,厚度,24,属性,舷侧纵桁,30,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",包含,舷侧纵桁,30,施工,腹板,34,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",属性,腹板,34,施工,厚度,37,属性
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",制约,肘板,43,施工,舷侧纵桁,47,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",包含,舷侧纵桁,47,施工,折边,52,施工
"在舷侧纵桁与肋骨的连接处的下缘,应设肘板,肘板的厚度应不小于舷侧纵桁腹板的厚度,并应将肘板伸至舷侧纵桁的折边或面板",包含,舷侧纵桁,47,施工,面板,55,施工
"在舷侧纵桁腹板与肋骨相交处,应予以焊接",包含,舷侧纵桁,1,施工,腹板,5,施工
"在舷侧纵桁腹板与肋骨相交处,应予以焊接",连接,腹板,5,施工,肋骨,8,施工
"当舷侧为横骨架式且用开孔平台结构代替强胸横梁和舷侧纵桁时,开孔平台的间距应不大于2.5m",属性,开孔平台,29,施工,间距,34,属性
"当舷侧为纵骨架式且舱深超过10m时,应在适当位置设置1层或多层开孔平台,或者,应在每根强肋骨处设置1道或多道符合本节2.15.1.5规定的强胸横梁",制约,舷侧,1,施工,开孔平台,31,施工
"当舷侧为纵骨架式且舱深超过10m时,应在适当位置设置1层或多层开孔平台,或者,应在每根强肋骨处设置1道或多道符合本节2.15.1.5规定的强胸横梁",制约,肋骨,44,施工,强胸横梁,69,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",包含,首尖舱,11,空间,舱顶,14,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",制约,舱顶,14,施工,强横梁,36,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",制约,开孔平台,17,施工,强横梁,36,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",连接,强横梁,40,施工,强肋骨,44,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",包含,强横梁,40,施工,肘板,50,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",包含,强肋骨,44,施工,肘板,50,施工
"当舷侧为纵骨架式时,在首尖舱舱顶和开孔平台(如设有时)处应设置适当数量的强横梁,强横梁与强肋骨的连接肘板应符合本篇1.2.7的规定",制约,肘板,50,施工,规定,63,成果
"当舷侧为纵骨架式时,开孔平台应符合本节2.15.1.11(1)~(3)的要求,同时应在开孔平台横梁与舷侧板的连接处设置肘板,且应将肘板伸至邻近的舷侧纵骨",制约,开孔平台,10,施工,要求,36,成果
"当舷侧为纵骨架式时,开孔平台应符合本节2.15.1.11(1)~(3)的要求,同时应在开孔平台横梁与舷侧板的连接处设置肘板,且应将肘板伸至邻近的舷侧纵骨",包含,开孔平台,43,施工,横梁,47,施工
